venue_id, venue_name, venie_catogory
4b12ff8df964a520639223e3,Stamna Greek Taverna,Greek Restaurant
4b1463d7f964a52066a223e3,Taco Bell,Taco Place
4f7fed3ce4b0cd6f612d6aa6,Freedom Film Production,Office
49e17f24f964a520d1611fe3,AMC Loews Lincoln Square 13,Multiplex
4d1eb33e8629224b235a0587,"Rutherford, NJ",City
47b57fd1f964a520ab4d1fe3,Toloache,Mexican Restaurant
4b00629ef964a520923d22e3,Hampton Inn Manhattan-Chelsea,Hotel
4b4f2708f964a5209bfb26e3,Dunkin' Donuts,Donut Shop
51e6af45498eecb6d76f0275,Planet Fitness,Gym / Fitness Center
4bed50be91380f47b4af9f18,Trader Joe's,Grocery Store
4d0cdaf9eea9b60c8fea5a3f,Brook Park,Park
504b5395e4b0c9f21f0ef048,ShopRite,Supermarket
4cba161bbac93704c43de97c,Pure Thai Cookhouse,Thai Restaurant
49efce26f964a52007691fe3,New York Sports Club,Gym
44d8c155f964a52079361fe3,Blockheads Burritos,Burrito Place
4b5cf38ff964a520524c29e3,Cumberland County College,Community College
4afb779bf964a520341e22e3,Augustino's,Italian Restaurant
4bd0406a046076b09f916f71,Burnet Middle School,Middle School
4f5ce520e4b07fef01d4bd52,"VB3 Villa Borghese III Restaurant, Sports Bar & Lounge",Italian Restaurant
4b23d6ecf964a520ee5a24e3,Fresco Creperie & Cafe,Creperie
3fd66200f964a520a6e31ee3,Podunk,Tea Room
4be5dfe9910020a13ea2d314,Brooklyn-Battery Tunnel (Hugh L. Carey Tunnel),Tunnel
4cedb49128abb60c35afb909,BP,Gas Station
4f44bf6119836ed001963c66,Deja Vu Cafe and Lounge,Mediterranean Restaurant
4d93828762ad5481a4cd834b,JPMorgan Chase & Co. World Headquarters,Office
4b4b9835f964a52061a126e3,Madison's Pizza,Pizza Place
506cbae0e4b09691a78181ab,Sweet Science,Bar
465c180df964a5202a471fe3,Le Barricou,French Restaurant
4a8ac301f964a520500a20e3,Albert Einstein College of Medicine,Medical School
4ad603f1f964a520790421e3,Hale & Hearty,Soup Place
50588bc6526260483ab2860e,Pig and Khao,Filipino Restaurant
4f528efa1081d6d0080f4a01,Clementine Bakery,Bakery
4a02038bf964a52023711fe3,Flatiron Building,Building
4bca623dcc8cd13addafbdcf,Strivers' Row,Neighborhood
4c88ea117223b1f7253e2fa8,Bill's Bar & Burger,Burger Joint
4c449aa6f97fbe9a7e68bb30,Wakefern Grocery,Office
3fd66200f964a5208de81ee3,Rudy's Bar & Grill,Dive Bar
49c9439bf964a5204e581fe3,Equinox Greenwich Avenue,Gym / Fitness Center
42a78680f964a52015251fe3,Long Beach,Beach
49c69954f964a52063571fe3,The Drawing Center,Art Museum
4afdb0e6f964a520e32922e3,Sombrero Mexican Restaurant,Mexican Restaurant
548eeada498e4c3cf0acd057,Little Cupcake Bakeshop,Bakery
4bfe8f5e4cf820a1020beef4,Pep Boys Auto Parts & Service,Automotive Shop
4a908ea0f964a520811820e3,440 Studios,General Entertainment
5283b591498efe8c0f197efe,Gilded Lily,Lounge
51cde558011c221bf79219a0,Bill’s Bar & Burger,Burger Joint
53aca5ff498ec5c3187d2111,Dumpling Galaxy 百餃園,Dumpling Restaurant
4b4e3e87f964a5209de626e3,Patricia's of Tremont,Italian Restaurant
4c62bfd0e1621b8dfe232453,"Flushing, NY",Neighborhood
49b7ed6df964a52030531fe3,Times Square,Plaza
42829c80f964a5206a221fe3,Grand Central Terminal,Train Station
4b2da0ddf964a520c9d924e3,Upper West Side,Neighborhood
51549fc0e4b0284e3f835d82,The Greenwich Project,New American Restaurant
4ca23bed1ee76dcb07f6eedd,Georgetown Shopping Center,Shopping Mall
4c44e247dcd61b8d30ff7b56,Max's of Manila,Filipino Restaurant
452d6886f964a5204a3b1fe3,New York Public Library,Library
54ea30d4498ecf80c8c3c1a2,New York Sports Club,Gym
3fd66200f964a520dee71ee3,Daniel,French Restaurant
425f0400f964a52011211fe3,Congee Village 粥之家,Chinese Restaurant
4b1eabd1f964a520911d24e3,A&S Bagels,Bagel Shop
53fd1167498e3277ac80d4f1,Judy & Punch,Bar
4f500d15e4b080724525f0f3,Rocky McBride's,Sports Bar
40afe980f964a5203bf31ee3,AMC Empire 25,Multiplex
55a7fbde498eb9cfbe2b945b,Managed by Q,Tech Startup
4ba380cbf964a520854238e3,TD Bank,Bank
4a513b17f964a520d2b01fe3,LIRR - Jamaica Station,Train Station
4da23879bf22a143edebadf8,Mikado Japanese Restaurant,Sushi Restaurant
4a551f98f964a520b6b31fe3,Otom Gym,Gym / Fitness Center
4cf683081801a1431e22ead4,Sunrise Mart,Gourmet Shop
4297b480f964a52062241fe3,American Museum of Natural History,Science Museum
4bb2221ef964a520cbbb3ce3,Hair Cult,Salon / Barbershop
4b647da5f964a5208fb72ae3,South Oxford Space,Performing Arts Venue
4a414e48f964a52010a51fe3,Brooklyn Farmacy & Soda Fountain,Ice Cream Shop
4b368ca5f964a520c13725e3,Spot Coffee,Coffee Shop
4b64855cf964a52067ba2ae3,PetSmart,Pet Store
5089da27e4b07f1e620cebfc,Wa Bar & Chicken 와바,Wings Joint
4de11f21ae605835c4645ff9,The Phase2 Treehouse,Office
3fd66200f964a520dbe31ee3,Bowery Ballroom,Rock Club
4d63e25f95b28cfa8bd151fa,Queens Comfort,American Restaurant
4a871b30f964a5209a0220e3,Starbucks,Coffee Shop
4bc34ebf74a9a5935455d4f6,300 East 39th Apartments,Building
537e042d498e0b5c15b91ec1,Ginger,Juice Bar
55bfb087498eeabf50d4692e,Harlem Nights,Bar
50493e39e4b0cc0cf113ae30,Dirty Bird To Go,Fried Chicken Joint
52ad100d498eb6c1fda53c28,Bavaria Bier Haus,German Restaurant
544d3c7a498e300a738cd300,O'Neill's,Irish Pub
4b310007f964a520f6fd24e3,Duane Reade,Drugstore / Pharmacy
4ff3490c582fc5c7f167b045,55 Hope Street,Building
4bf970575317a5936a43017f,JHS 194,College Administrative Building
4ccffc9e06b54688bffed794,Dunkin Donuts,Donut Shop
45396895f964a520d73b1fe3,Village Pourhouse,Sports Bar
4a65a823f964a5208cc71fe3,NJT - Frank R. Lautenberg Secaucus Junction Station,Train Station
5242438e11d24c3d345151a2,Blink Fitness,Gym / Fitness Center
512f8233e4b04458d4385195,Stumptown Coffee Roasters,Coffee Shop
43a52546f964a520532c1fe3,John F. Kennedy International Airport (JFK),Airport
4b7e81fcf964a52010f02fe3,Metro North / NJT - Tuxedo Station (MBPJ),Train Station
4a2ef82cf964a5208d981fe3,Vermilion,Indian Restaurant
4b1ffcddf964a520be2b24e3,Stony's,Burger Joint
4ae6363ef964a520aba521e3,Madison Square Garden,Basketball Stadium
4e734ad98998f94a582a5f5c,SoulCycle West 77th,Cycle Studio
4e9d214b754ae3862f141821,Fordham,Neighborhood
4c97edbdf419a09395806b88,"Brooklyn, NY",County
44a1b84cf964a520d4341fe3,Whitestone Lanes Bowling Centers,Bowling Alley
4aac07c5f964a520bf5b20e3,Bronx Museum of the Arts,Art Museum
3fd66200f964a520fee61ee3,Cornelia Street Cafe,Café
4b6cb861f964a520f54e2ce3,Geva Theatre,Theater
4f13f2c56d863f284d11fe38,"Southern Blvd / Freeman Street (Bronx, NY)",General Travel
4b4b8ac4f964a520ab9f26e3,Starbucks,Coffee Shop
4a40e23df964a520a8a41fe3,Ess-a-Bagel,Bagel Shop
4e99b9754690ec5f62a013e1,World Class Martial Arts,Building
3fd66200f964a52067e71ee3,Dos Caminos,Mexican Restaurant
4bdae618c79cc9285c2780e9,Market Cafe,Café
3fd66200f964a52034e81ee3,Rosa Mexicano,Mexican Restaurant
52147461abdfe6d3e56334b3,Juni,New American Restaurant
4a78633ff964a52086e51fe3,Taksim Restaurant,Mediterranean Restaurant
4dcc7d24c65bf2a59c17bd10,Big City Volleyball,Gym / Fitness Center
5210f3c011d272e347271e49,Annie's Blue Ribbon General Store,Gift Shop
4aae57d0f964a520e16120e3,Douglas Elliman Real Estate,Office
4a7317fdf964a5208fdb1fe3,Sutton Square,Garden
4c35d35c452620a1bc4a270f,Cafe Lafayette,Deli / Bodega
4e7f894f00394ee73103f4ef,No Fun,Bar
4d8e6065d265236aeb310917,Bari Tribeca,Gym / Fitness Center
49bc3b0af964a52020541fe3,Whole Foods Market,Grocery Store
4c90333a6fbf224b93fa518f,Disney Store,Toy / Game Store
4a24458bf964a5200b7e1fe3,WORD Brooklyn,Bookstore
54368cce498e7f27cef1d883,Dough,Donut Shop
4c08065b7c9ad13ab19e2c1e,Harlem,Neighborhood
4c3b4ae416cb2d7f8b9c02a9,Tomo Japanese Cafe,Japanese Restaurant
4a21834ff964a520077d1fe3,The Home Depot,Hardware Store
4a1a1373f964a5207e7a1fe3,Pio Pio,Peruvian Restaurant
4b0f23a1f964a520945f23e3,Gerald Schoenfeld Theatre,Theater
49b937b7f964a5204a531fe3,W New York,Hotel
4cb9097c035d236aba86d14e,El Lina Restaurant,Latin American Restaurant
4b517d12f964a5203f4e27e3,McDonald's,Fast Food Restaurant
513502cbe4b0feed3fa72299,Miller’s Rego Park Alehouse ,American Restaurant
4c5a10faf346c9284c464eca,Walmart Supercenter,Big Box Store
4e6094681850e238d67a2276,MTA Bus - W 96 St & Broadway (M96/M106),Bus Stop
50c90b55e4b08c32563e34dd,Snafu 28,Bar
4aaa8350f964a520435620e3,Pret A Manger,Sandwich Place
538d22cb498e86974754d6da,Shake Shack,Burger Joint
41b3a100f964a5206d1e1fe3,El Museo del Barrio,Art Museum
4f60e179e4b04905886d6969,Sony Public Plaza,Plaza
5306bc0711d213646501260d,The Gilroy,Cocktail Bar
4a89c289f964a520ed0820e3,Duane Reade,Drugstore / Pharmacy
49b40911f964a520e5521fe3,Yerba Buena,Latin American Restaurant
55f1fe58498ea9ed8c277b43,Little Miss Saigon,Vietnamese Restaurant
4dd7f3891838b8561cf4221c,NJT - Bus Stop,Bus Stop
49bd4e25f964a52067541fe3,Equinox SoHo,Gym / Fitness Center
49ecebbaf964a520ae671fe3,Brooklyn Diner,Diner
4ab6ba92f964a520c27820e3,9th Ave Saloon,Gay Bar
4ebc6917f5b9e505b79ac481,Casa Piquin Mexican Restaurant,Mexican Restaurant
491ada01f964a52072521fe3,Think Coffee,Coffee Shop
4ddc9302887775ea9c44a155,Phoenix,Gay Bar
4b6dd163f964a520c4922ce3,CVS/pharmacy,Drugstore / Pharmacy
4a8b0693f964a520350b20e3,SoHo Playhouse,Indie Theater
4bb796e8b35776b07bd5c701,Chestnut Café & Eatery,Diner
4b8bf404f964a5206bb432e3,2(X)IST,Office
5081c129011c0b437d8d0b54,Blue Ribbon Fried Chicken,Fried Chicken Joint
55b7dd92498e88a1ea18d3f8,Sadelle's,Bagel Shop
4a675deef964a52045c91fe3,Charging Bull by Arturo Di Modica,Outdoor Sculpture
5314de2f498e8cb0eb67f5cd,The Roof,Cocktail Bar
4b0bcf56f964a520d13323e3,Prospect Heights High School Campus,High School
4bc10c4d74a9a5936f3ed1f6,The Health Nuts,Grocery Store
538cf730498ecd4ebc0eeea0,Smithfield Hall,Sports Bar
4b480401f964a520614626e3,Applebee's,American Restaurant
46b8f568f964a520c8491fe3,Greenwich Treehouse,Dive Bar
5046b813e4b0875cbaa77dcf,Starbucks,Coffee Shop
50be4097e4b0624f8d34b7a9,Revolve,Cycle Studio
524318a611d2581769adc248,Louie & Chan,Italian Restaurant
4a60a6fef964a520f6c01fe3,Metropolitan Pool and Recreation Center,Gym Pool
4a8ebed0f964a5208c1220e3,Universal Music Group,Office
4ad4b49af964a520c4e820e3,Berkeley College NYC Midtown Campus,General College & University
4a7d0598f964a5205aee1fe3,Renaissance New York Times Square Hotel,Hotel
4a836d3bf964a5201dfb1fe3,Starbucks,Coffee Shop
4b491198f964a5208f6426e3,Rino's Italian Restaurant,Italian Restaurant
515e1ac0e4b050ef4e2f096e,Kung Fu Tea 功夫茶,Bubble Tea Shop
5418c4a9498e82586edacc45,Miller’s Woodbridge Alehouse,American Restaurant
439c437bf964a520f02b1fe3,New York Marriott Marquis,Hotel
4a300de4f964a5200c991fe3,Kossar's Bialys,Bagel Shop
4345ba80f964a52079281fe3,Symphony Space,Theater
4ae27da8f964a5209b8e21e3,Suki Thai & Shabu,Thai Restaurant
4bae5e9af964a52023a93be3,CVS Pharmacy,Drugstore / Pharmacy
522a995c11d234f135f85645,Shelter,Bar
4a875f62f964a5201e0420e3,Raymond's,American Restaurant
41390580f964a520dc1a1fe3,Chelsea Market,Market
4b456b85f964a5206a0c26e3,Bronx Criminal Court,Courthouse
4a021207f964a52029711fe3,Lillie's Union Square,Pub
3fd66200f964a5205be41ee3,St. Mark's Ale House,Sports Bar
50a38eb1e4b0446626f77c82,Salvation Taco,Taco Place
559de228498e91d2010957eb,Incorvaia-LoSchiavo Railroad (ILRR),Residential Building (Apartment / Condo)
4c4dbba292b6a593f768c26e,"Secaucus, NJ",City
51b0a2a8498e450737ca174f,Le Pain Quotidien,Café
4ba8f33ff964a52005fd39e3,St. Joseph's Regional Medical Center,Hospital
4a8c37ddf964a520540d20e3,Starbucks,Coffee Shop
4b1074dbf964a520d47023e3,Majestic Theatre,Theater
50192cdbe4b09710f5b65c38,John W Kennedy,Gas Station
4b002beaf964a520223b22e3,22 Pell St Salon,Salon / Barbershop
528b65eb498e12f0376394bd,Barilla Restaurants,Italian Restaurant
53aa0ef4498eb1bef72a3812,HAUS,Cocktail Bar
4d7b4cc59b1f1456eeea1b7f,Morrisania,Neighborhood
4ad5d824f964a520b70321e3,24 Hour Fitness,Gym / Fitness Center
4bae86cbf964a520e6bc3be3,Highlawn Pavilion,American Restaurant
5362d32a498e39acc32116f6,Caffino,Café
4b7481fcf964a520c3e02de3,New York Public Library - Countee Cullen,Library
43e603adf964a520fe2e1fe3,Artisanal Fromagerie & Bistro,French Restaurant
44dc96e4f964a520b0361fe3,Think Coffee,Coffee Shop
4be55f7c477d9c747fa6e62d,Flatbush & Church Ave,Intersection
529f289511d21133dd08a7ec,SoulCycle 19th,Cycle Studio
532b8820498e7cdf4e66b85a,Castro Bar,Bar
4b720280f964a520d9692de3,Estrellita Poblana IV,Mexican Restaurant
4690ac4cf964a520a0481fe3,Park Central New York,Hotel
4b0c295df964a5201c3823e3,DRIP coffee,Coffee Shop
49b7ed6df964a52030531fe3,Times Square,Plaza
53da8b41498eb2fa60cd3341,The Mall at Bay Plaza,Shopping Mall
54416aa1498e73118969a54c,Bang Bang Tattoos,Tattoo Parlor
4a731372f964a52084db1fe3,Kiwa Salon,Salon / Barbershop
4a065273f964a520ec721fe3,M&M's World,Chocolate Shop
4af4448cf964a520fbf021e3,Starbucks,Coffee Shop
3fd66200f964a5205deb1ee3,Brooklyn Brewery,Brewery
4a50d7e1f964a5202ab01fe3,Beechwood Cafe,Café
49c4489df964a520b9561fe3,Sycamore Flower Shop + Bar,Bar
4f8992e8754ae49b082a753e,Chipotle Mexican Grill,Mexican Restaurant
4ba29cfdf964a520490938e3,Brickyard Gastropub,Bar
56218101498e22966bef8816,Inwood Bar & Grill,Restaurant
4a0dfda8f964a520b6751fe3,Joe & Misses Doe,New American Restaurant
4ce945b9f8653704d2f4b5c4,Sauquoit Valley Middle School,Middle School
4d3f624e90f9224bef9ffc1d,David Burke Kitchen,American Restaurant
40da1980f964a5206d011fe3,Brooklyn Social,Cocktail Bar
4c34e6877cc0c9b64d21f49a,Push Fitness,Gym
4a8177b4f964a520c5f61fe3,Starbucks,Coffee Shop
42225f00f964a520b31f1fe3,21 Club,American Restaurant
4a32d7ebf964a520a29a1fe3,Enoteca on Court,Italian Restaurant
4de12b028877aab7fe5cb81f,ADK Cafe,American Restaurant
4a06f82df964a52010731fe3,Two Little Red Hens,Bakery
49e60201f964a520ec631fe3,Strokos Deli,Deli / Bodega
3fd66200f964a52024e81ee3,Merkin Concert Hall,Concert Hall
4c194977834e2d7f902a2a80,Lyndhurst Recreation Center,Community Center
44acdefcf964a52014351fe3,Cha-An,Tea Room
4b671c58f964a520503b2be3,Wendy's,Fast Food Restaurant
4a6ddd25f964a5202cd31fe3,Bricktown Bagel & Cafe,Bagel Shop
472ba436f964a520ff4b1fe3,Mad Hatter,Pub
4b49fae0f964a520267726e3,Life Clubs,Gym / Fitness Center
4a563bd9f964a520cdb41fe3,Nonna's L.E.S. Pizzeria,Pizza Place
4b62d7c0f964a5200c552ae3,Panera Bread,Sandwich Place
528cce5611d26bb32c1a2e7a,DigitalOcean HQ,Tech Startup
4f407084e4b020398c9e53b8,Randolph Beer,Beer Garden
4bd37095b221c9b6c8c9d9d0,Dunkin Donuts,Donut Shop
434ef500f964a520ad281fe3,Cooper Union - Foundation Building,College Academic Building
4a11b947f964a52038771fe3,DigitasLBi,Advertising Agency
4b59a87df964a520439128e3,William Cullen Bryant High School,High School
54346275498e3d6955212743,Baked,Bakery
4b06cae7f964a52055f022e3,Costco Wholesale,Department Store
563cf263cd107fbf89e55e19,sweetgreen,Salad Place
4840fe6bf964a52030501fe3,Port Authority Bus Terminal,Bus Station
4e04dd53483b2dc03fc01e7c,ShapeShifter Lab,Music Venue
4ba7ab66f964a52025a839e3,McGraw-Hill Building,Building
4fc95a1ee4b0f9aeca457705,Maison Kayser,Bakery
4b6f39d3f964a52063e52ce3,Preble Rest Area,Rest Area
4eac1ae2e3000d1f0626dbf7,Kook Hwa Bakery Cafe,Café
4a993262f964a5207c2d20e3,Starbucks,Coffee Shop
4f5ba248e4b06784f7c3c163,Panera Bread,Sandwich Place
52ac8847498e1390ec3ab77e,Gasoline Alley Coffee,Coffee Shop
5398c35a498ee67090a68a26,Row House NYC,Gym / Fitness Center
54a165be498e706626680afa,Frisson Espresso,Coffee Shop
534d916e498e45d9c44e6d0a,The Wheelhouse,Sandwich Place
49b7ed6df964a52030531fe3,Times Square,Plaza
4b550c78f964a5203ad927e3,Studio Anya,Yoga Studio
52f693e6498ed9d2a3fbad75,Eim Khao Mun Kai Elmhurst อิ่ม ข้าวมันไก่เอ็มเฮิสท์,Thai Restaurant
563c11e8cd1059cb26ede621,Stop & Shop,Grocery Store
4bba1f13cf2fc9b60e2ba102,New Jersey Motor Vehicle Commission,Government Building
44e36de7f964a52040371fe3,Tonic East,Sports Bar
4a1a3f6df964a5208b7a1fe3,Bella Via,Italian Restaurant
42829c80f964a5206a221fe3,Grand Central Terminal,Train Station
544af7e9498e66ddaa9d1e20,Costco Gasoline,Gas Station
51e3051b498ed59effd70610,Halal Meat Market & Grocery,Convenience Store
41102700f964a520d60b1fe3,Macy's,Department Store
4ced3980b80da093f0ad2000,Hartzband Center for Hip and Knee Replacement,Medical Center
4a26b3d7f964a520c57e1fe3,Belmont Park Racetrack,Racetrack
51603336498e09c17d07a28b,BLVD Bistro,Bistro
43c922c9f964a520972d1fe3,The Shops at Columbus Circle,Shopping Mall
4eb6feaf8b81a81f91381c41,Hibachi Grill & Supreme Buffet,Asian Restaurant
4c329d79213c2d7f4fcd355d,Flatbush,Neighborhood
51bcb4c2498e9d1a44691b21,The Sampler,Bar
4b6dab6df964a520e9842ce3,Trinity School,Private School
4255c980f964a520d7201fe3,French Roast,French Restaurant
4b3c0273f964a520488025e3,Rossinis,Italian Restaurant
4e5d37edb61cc7d938456ace,M2M,Convenience Store
4394c89bf964a520842b1fe3,Nice Matin,French Restaurant
4d10f5c038bb6ea8969bc7aa,"Far Rockaway, NY",Neighborhood
4aad5cb2f964a520e85f20e3,Glendale Diner,Diner
45312508f964a520703b1fe3,Gotham Hall,Event Space
49ccb999f964a5208d591fe3,The Mean Fiddler,Bar
4e585bc552b1748f80760325,70 West 95th Street,Residential Building (Apartment / Condo)
4f3046da7beb0cfa14dcac59,Taïm Falafel and Smoothie Bar,Falafel Restaurant
50b18b38498eee01f272af17,Suffolk Arms,Bar
4ef2aece4fc6f38b624c002f,The Exchange - Your BX / PX,Department Store
4afe3c88f964a520e12e22e3,Pelham Bay Diner,Diner
4dc3df7dfa76d685cdb763c2,Épicerie Boulud,Café
4bd75116304fce72985e33ab,Radisson Hotel,Hotel
4adbaf34f964a520012a21e3,Paramount Hotel,Hotel
525725bd11d2c1e4f0209785,Harbor Freight Tools,Hardware Store
49f754c1f964a520896c1fe3,Prudential Center,Hockey Arena
503cfaffe4b066d39de5005a,Aoyu Japanese Restaurant,Japanese Restaurant
4b5b67baf964a52067fb28e3,Nordstrom Rack Bergen Town Center,Clothing Store
4a77088cf964a52069e31fe3,Petite Soochow | 小苏州,Chinese Restaurant
4a1aefc6f964a520a77a1fe3,DBGB Kitchen and Bar,Gastropub
43695300f964a5208c291fe3,Empire State Building,Building
4a9f2f6ff964a520d93c20e3,The Muse Hotel,Hotel
57126b8acd1050ab67e39d03,Fleishers,Burger Joint
4b6b1ce2f964a5209ff32be3,Cleo Nail & Spa,Spa
4dbc8c464159345d83a6f8d9,Soco,Cajun / Creole Restaurant
4b205a82f964a5200b3124e3,Russo's on the Bay,Event Space
4b930439f964a520002f34e3,The Historic Old Bermuda Inn,Event Space
4bb73735f562ef3bdf1d3197,Clarence Travel Plaza,Rest Area
4bbbc6d2e4529521992d55a4,Bow Tie Cinemas,Multiplex
52e7e838498ede6cc651f609,Mary's Place Refugee Outreach,Student Center
4b3a95b5f964a520766a25e3,Mad One Jacks,Salon / Barbershop
4a5d12faf964a52024bd1fe3,Landmark New York,College Classroom
4c1ac2e955e4c9b6cb554823,BAX | Brooklyn Arts Exchange,Performing Arts Venue
4b44e371f964a5205cff25e3,Wegmans,Grocery Store
4b9ecc14f964a520a90237e3,New Golden Sparkling Supermarket,Grocery Store
3fd66200f964a52015e51ee3,O'Hanlon's Bar,Pub
3fd66200f964a520ece31ee3,Golden Unicorn Restaurant 麒麟金閣,Dim Sum Restaurant
3fd66200f964a52080e81ee3,Coogan's,Bar
4aba1c8af964a520618020e3,Metro North - Pelham Station,Train Station
516ddeb7e4b09256943051b5,Walgreens,Drugstore / Pharmacy
4e6aa7f6b0fb8b8a844e3ce5,Create & Go,Salad Place
4b661543f964a520b7122be3,Harriman State Park,Trail
4ade29e5f964a5207d7321e3,Brinkley's Broome Street,New American Restaurant
49d675c5f964a520d15c1fe3,Park Avenue Armory,Event Space
5692c1e4498e4b7de60e23e0,The Flying Cock,Pub
52346a0011d239c3b4827f97,Park Avenue Bagels,Bagel Shop
4ba54a9df964a520f3f638e3,Piers 92/94,Convention Center
4e6764b8d4c0d52246101858,APL Logistics,Building
4fbfad0de4b02131f9e4da21,Bocado Café,Café
4b36192af964a520213025e3,McDonald's,Fast Food Restaurant
511d6006e4b0a486ec088c89,The Meatball Shop,Italian Restaurant
4ec723250e6158bafe2e8419,Sanyahaven,Garden
5314ad68e4b0d805d3720584,West Bronx,Neighborhood
4d2380e6fdfb236a593d7167,NJ Motor Vehicle Commission Inspection (DMV),Building
4e14d383d4c0e3d78b279017,Barboncino,Pizza Place
4b0d784cf964a520fb4823e3,US Post Office,Post Office
4d9a399499c354810de9f89a,Levine Eye Center,Optical Shop
3fd66200f964a5201fe91ee3,Sacred Tattoo,Tattoo Parlor
528eab6a11d24cd6c6e034fa,Claw Daddy's,Cajun / Creole Restaurant
4bff031f369476b02d3c8d1f,Rustic Music,Music Store
4a960f12f964a520eb2520e3,Woodbridge Center Mall,Shopping Mall
4ec4407382313b672fccf581,AOA Bar & Grill,Sports Bar
4bba24d6cf2fc9b60833a102,Così,Sandwich Place
51c8c8c12fc6dc575f0a3e01,Barnstormer Winery,Winery
4d7511de170ab1f70edcfc94,Chipotle Mexican Grill,Mexican Restaurant
3fd66200f964a52084e51ee3,Eisenberg's Sandwich Shop,Sandwich Place
4aa5a23cf964a520054920e3,T Thai,Thai Restaurant
48e0bd97f964a5201a521fe3,Rattle N Hum East,Bar
4afc15ebf964a520cf1f22e3,"Apple Store, Upper West Side",Electronics Store
4bf464ede5eba593e99c1f90,Verizon,Mobile Phone Shop
4b845fe8f964a520a13131e3,Amanti Vino,Wine Shop
4de26e06814df7ebdc14af8b,Vineapple Cafe,Café
52f287cc11d26849c4522392,Five Mile Stone,Bar
40a2ba80f964a520fef21ee3,Marquee,Nightclub
528bf16711d2b7722da6b51c,Pisillo,Sandwich Place
4b105163f964a520b26d23e3,Hilton Garden Inn Times Square,Hotel
505293ace4b0c6b684be5371,Bangia 반지하,Korean Restaurant
4ae21878f964a520ab8a21e3,Michiko Studios,Music Venue
4a62113cf964a520f5c21fe3,West Side Tennis Club,Tennis Court
539b6fcc498efdb7bfae5d7e,Gramercy Ale House,Sports Bar
4c67ff5ee1da1b8d18df9ec3,Renu Beauty Salon,Cosmetics Shop
517e754be4b0a2857572f3ee,Commissary Market,Café
4ba27d18f964a5209ffd37e3,New York Cat Hospital,Medical Center
4b5f7ebcf964a520b5bd29e3,Turtle Club,Bar
51677ac7498e6b921367a97f,Over the Eight,Bar
4b28fc22f964a520f69624e3,LVMH Tower,Building
42911d00f964a520f5231fe3,New York Penn Station,Train Station
5466b86e498e7f14d7b06241,Amandas hookah lounge,Hookah Bar
42a63500f964a52002251fe3,Altman Building,Event Space
43a52546f964a520532c1fe3,John F. Kennedy International Airport (JFK),Airport
4a946477f964a5206f2120e3,Sephora,Cosmetics Shop
45b24bbef964a520a5411fe3,Fig & Olive,Mediterranean Restaurant
4a5aaff5f964a520c3ba1fe3,David Barton Gym,Gym
3fd66200f964a52064eb1ee3,Montero Bar & Grill,Dive Bar
4b992b04f964a520726635e3,Barclays Center,Basketball Stadium
509ee5bbe4b0f56d613db4a9,BXL Zoute,Belgian Restaurant
4a070125f964a52019731fe3,Las Margaritas Restaurant,Mexican Restaurant
4ae7264af964a520e2a821e3,Ginger's,Chinese Restaurant
4e32d529483bf02b1f8dc50f,Baohaus,Taiwanese Restaurant
4b7d6f53f964a52016be2fe3,Staten Island Tech HS,High School
4c71a1548efc37048301117d,Gelone's,Italian Restaurant
4d9105f96174a09392ecffe3,WeWork Labs NY,Office
4bdb45d863c5c9b6a1232768,IGA,Convenience Store
50017d78e4b01f40cde8bcdd,"Royale Gourmet Deli, Inc.",Deli / Bodega
4c97edbdf419a09395806b88,"Brooklyn, NY",County
4b3aa437f964a520bf6b25e3,The Four Seasons Restaurant,American Restaurant
52634084498e99801c975da2,Little Dokebi,Korean Restaurant
4b009b43f964a520ea3f22e3,69th Regiment Armory,Government Building
4c0c03997e3fc928bf2ef682,White Castle,Burger Joint
4c826ffd2f1c236ab42b3943,Harding Park,Park
51940924454ab2a4f06946d1,iLoveKickboxing.com - Astoria,Martial Arts Dojo
4eb3074e0cd678e5f10835fb,Pok Pok NY,Thai Restaurant
4a6d1611f964a52080d21fe3,Broadway Residence Hall,College Residence Hall
538ce459498ebe718bcc4339,Blink Fitness Utica,Gym
4e9f46ecb8f7cf6041daef55,The Dog and Duck,Gastropub
56633c6a498e1ec718a37c48,gym at the lenox,Gym / Fitness Center
4a1dd896f964a520a27b1fe3,Cho Dang Gol,Korean Restaurant
4ab1d8b8f964a5209e6a20e3,Happy Days Diner,Diner
4ada0b96f964a520b61d21e3,United Artists Court Street 12 & RPX,Movie Theater
46b16b46f964a52098491fe3,Hill Country Barbecue Market,BBQ Joint
5383a977498e3241cb4745a0,New York Sports Club,Gym / Fitness Center
4b638b5df964a52054822ae3,Fire & Oak,American Restaurant
4a9c64d5f964a520073720e3,Outback Steakhouse,Steakhouse
53b17566498ec5c3189357f4,Signpost,Tech Startup
4e302cb1c65b80dfd84807cc,Café de La Esquina,Taco Place
4c3fae68e26920a19ddc5be7,DANY Studios,Dance Studio
4a319883f964a520fc991fe3,Trader Joe's Wine Shop,Wine Shop
4ab26682f964a520106b20e3,Starbucks,Coffee Shop
4ae8e9f7f964a5204ab321e3,The Loop,Sushi Restaurant
3fd66200f964a5203ce31ee3,An Beal Bocht Cafe,Bar
4ac6679bf964a5202fb420e3,NY Adorned,Tattoo Parlor
